GBI Store Code,GBI Store Name,GBI Store Address,Ownership,GBI Store Type,GBI Store Region,GBI Store Sub Region,GBI Store Province Municipality,Cluster,GBI Store Email Add,GBI SBU
115078,MUNOZ NUEVA ECIJA,"288 Delos Santos St., Poblacion East Science City of Munoz, Nueva Ecija",SUBSIDIARIES,Kiosk,LUZON,CENTRAL LUZON,MUÃ‘OZ,Cluster 2,store.115078@goldilocks.com,Store
600471,MUNOZ PLAZA,"354 Roosevelt Ave., Munoz Market, Brgy. Veterance Village, Quezon City",COMPANY OWNED,Kiosk,LUZON,MEGA NORTH,QUEZON CITY,Cluster 1,store.600471@goldilocks.com,Store
VTST21,"MURCIA, NEGROS OCCIDENTAL TM","UPVote Supermarket, Brgy. Zone II, Gatusalao St. Murcia, Negros Occidental",SUBSIDIARIES,Test Market,VISAYAS,WESTERN VISAYAS,,Cluster 4,No E-mail Account,Store
116279,MUZON SJDM,"269-National rd., Carriedo Muzon City of San Jose Del Monte Bulacan",FRANCHISE,Bakeshop,LUZON,CENTRAL LUZON,"SAN JOSE DEL MONTE, CITY OF",Cluster 2,store.116279@goldilocks.com,Store
115068,N.E. PACIFIC MALL,"N.E. Pacific Mall, Km.111 Maharlika highway Concepcion Cabanatuan City",SUBSIDIARIES,Bakeshop,LUZON,CENTRAL LUZON,CABANATUAN CITY,Cluster 2,store.115068@goldilocks.com,Store
103171,NABUNTURAN,"Purok 13 (w/in Central Warehouse Club Inc.) Avenue, Nabunturan, Compostela Valley Province",FRANCHISE,Cart,MINDANAO,SOUTHERN MINDANAO,NABUNTURAN,Cluster 4,store.103171@goldilocks.com,Store
119772,NAGA CENTRO - SU,"G/F Naga Land Hotel, Elias Amgeles St., Naga Centro, Naga City",SUBSIDIARIES,Bakeshop,LUZON,SOUTHERN LUZON,NAGA CITY,Cluster 3,store.119772@goldilocks.com,Store
119819,NAGA PLAZA CEBU,"East Poblacion, City of Naga, Cebu",SUBSIDIARIES,Kiosk,VISAYAS,CENTRAL VISAYAS,NAGA CITY,Cluster 4,store.119819@goldilocks.com,Store
106057,NAGCARLAN LAGUNA,"E.A. Fernandez St., Poblacion, Nagcarlan Laguna",FRANCHISE,Kiosk,LUZON,SOUTHERN LUZON,NAGCARLAN,Cluster 3,store.106057@goldilocks.com,Store
102175,NAGUILIAN (replacing Bauang LU),brgy. Ortiz Naguilian La Union,FRANCHISE,Test Market,LUZON,NORTHERN LUZON,"URDANETA, CITY OF",Cluster 2,No E-mail Account,Store
110142,NAIC,"FC Building, Poblete Street corner Zamora Street, Naic, Cavite",FRANCHISE,Kiosk,LUZON,SOUTHERN LUZON,NAIC,Cluster 3,store.110142@goldilocks.com,Store
600146,NASUGBU,"Oliva Complex, JP Laurel, Nasugbu Batangas",COMPANY OWNED,Kiosk,LUZON,SOUTHERN LUZON,NASUGBU,Cluster 3,store.600146@goldilocks.com,Store
106070,NAVAL BILIRAN LEYTE,"Magallanes St., cor. P. Inocentes St., Naval, Biliran, Leyte",FRANCHISE,Bakeshop,VISAYAS,EASTERN VISAYAS,BILIRAN,Cluster 4,store.106070@goldilocks.com,Store
119768,NCCC CHOICE MAA,"FS #2, Purok 30, Lacuesta Bldg., Ma-a Road, Brgy. Ma-a, Talomo District, Davao City",SUBSIDIARIES,Test Market,MINDANAO,SOUTHERN MINDANAO,DAVAO CITY,Cluster 4,No E-mail Account,Store
TEST77,NCCC CROSSING TM,"SC102 NCCC Centerpoint, Matina Pangi, Davao City",FRANCHISE,Test Market,MINDANAO,SOUTHERN MINDANAO,DAVAO CITY,Cluster 4,No E-mail Account,Store
119709,NCCC TAGUM - SU,"G/F NCCC National Hi-way, Tagum City",SUBSIDIARIES,Cart,MINDANAO,SOUTHERN MINDANAO,"TAGUM, CITY OF",Cluster 4,store.119709@goldilocks.com,Store
119720,NCCC UYANGUREN - SU,"R. Magsaysay ave., Davao City",SUBSIDIARIES,Cart,MINDANAO,SOUTHERN MINDANAO,DAVAO CITY,Cluster 4,store.119720@goldilocks.com,Store
119787,"NEO CALAPAN, MINDORO - SU","Unit K-40 Xentro Mall Sto. NiÅ„o Calapan, Oriental Mindoro",SUBSIDIARIES,Cart,LUZON,SOUTHERN LUZON,"CALAPAN, CITY OF",Cluster 3,store.119787@goldilocks.com,Store
116432,NORZAGARAY BULACAN,"Crossing Partida, Norzagaray, Bulacan",FRANCHISE,Test Market,LUZON,CENTRAL LUZON,NORZAGARAY,Cluster 2,No E-mail Account,Store
113284,NOVA SQUARE,Nova Square G/F Quirino Hiway Cor. Dela Cruz San Bartolome Quezon City,FRANCHISE,Bakeshop,LUZON,MEGA NORTH,QUEZON CITY,Cluster 1,store.113284@goldilocks.com,Store
102003,NOVALICHES,"# 937 Quirino Hi-way  cor. Sarmiento St.  Novaliches ,  Q. C.",FRANCHISE,Bakeshop,LUZON,MEGA NORTH,QUEZON CITY,Cluster 1,store.102003@goldilocks.com,Store
102106,NOVALICHES CART2,"G/F Nova Plaza Mall, Novaliches, Quezon City",FRANCHISE,Cart,LUZON,MEGA NORTH,QUEZON CITY,Cluster 1,store.102106@goldilocks.com,Store
600040,NOVELETA,"AEB Bldg. Noveleta, Cavite",COMPANY OWNED,Bakeshop,LUZON,SOUTHERN LUZON,NOVELETA,Cluster 3,store.600040@goldilocks.com,Store
119200,OLONGAPO,"#1 Magsaysay Drive cor. Perimeter rd., Olongapo City",FRANCHISE,Bakeshop,LUZON,CENTRAL LUZON,OLONGAPO CITY,Cluster 2,store.119200@goldilocks.com,Store
119325,OLONGAPO-COMPACT,"#1970 Rizal Ave., East Bajac, Olongapo City",FRANCHISE,Bakeshop,LUZON,CENTRAL LUZON,OLONGAPO CITY,Cluster 2,store.119325@goldilocks.com,Store
119206,OLONGAPO-K,# 25 Anonas St.  West Bajac - Bajac Olongapo City,FRANCHISE,Kiosk,LUZON,CENTRAL LUZON,OLONGAPO CITY,Cluster 2,store.119206@goldilocks.com,Store
116092,ONE MERCEDEZ,"One Mecedes Plaza , cor Market Ave., San Miguel, Pasig City",FRANCHISE,Bakeshop,LUZON,MEGA NORTH,"PASIG, CITY OF",Cluster 1,store.116092@goldilocks.com,Store
115113,ONE PAVILION MALL,"One Pavilion Mall, #7 R. Duterte St., Banawa, Cebu City",SUBSIDIARIES,Cart,VISAYAS,CENTRAL VISAYAS,CEBU CITY,Cluster 4,store.115113@goldilocks.com,Store
115118,OPON LAPU LAPU,"G.O.D. Arcade S. Osmena St., Poblacion Lapu Lapu City Cebu",SUBSIDIARIES,Kiosk,VISAYAS,CENTRAL VISAYAS,LAPU LAPU CITY,Cluster 4,store.115118@goldilocks.com,Store
116165,"ORANI, BATAAN","Centro 1,  Orani Bataan 2112",FRANCHISE,Kiosk,LUZON,CENTRAL LUZON,"BALANGA, CITY OF",Cluster 2,store.116165@goldilocks.com,Store
116439,ORION BATAAN,"National Road, Orion, Bataan 2102",FRANCHISE,Bakeshop,LUZON,CENTRAL LUZON,ORION,Cluster 2,store.116439@goldilocks.com,Store
103128,ORMOC,Lopez Jaena St. Ormoc City,FRANCHISE,Kiosk,VISAYAS,EASTERN VISAYAS,ORMOC CITY,Cluster 4,store.103128@goldilocks.com,Store
119754,ORO RAMA CARMERN TM - SU,"G/F Ororama Superstore, Vamenta Blvd., Carmen, Cagayan de Oro City, Misamis Oriental",SUBSIDIARIES,Cart,MINDANAO,NORTHERN MINDANAO,CAGAYAN DE ORO CITY,Cluster 4,store.119754@goldilocks.com,Store
119749,ORO RAMA COGON - SU,"G/F Ororama Supercenter Cogon, Cagayan de Oro, Misamis Oriental 9000",SUBSIDIARIES,Cart,MINDANAO,NORTHERN MINDANAO,CAGAYAN DE ORO CITY,Cluster 4,store.119749@goldilocks.com,Store
119765,OROQUIETA 2 - SU,"Enerio St., Poblacion 2, Oroquieta City, Misamis Occidental 7207",SUBSIDIARIES,Cart,MINDANAO,NORTHERN MINDANAO,OROQUIETA CITY,Cluster 4,store.119765@goldilocks.com,Store
101149,OSLOB CEBU,"Poblacion, Oslob Cebu City",SUBSIDIARIES,Kiosk,VISAYAS,CENTRAL VISAYAS,OSLOB,Cluster 4,store.101149@goldilocks.com,Store
119806,OZAMIS,"Rizal Ave., Washington St., Aguada, Ozamis City, Misamis Occidental 7200",FRANCHISE,Bakeshop,MINDANAO,NORTHERN MINDANAO,OZAMIS CITY,Cluster 4,store.119806@goldilocks.com,Store
600475,P. OCAMPO TAFT,"Unit C-105 R Square Mall, Taft Ave. cor. P. Ocampo St., Malate, Manila",COMPANY OWNED,Bakeshop,LUZON,MEGA SOUTH,"MANILA, CITY OF",Cluster 1,store.600475@goldilocks.com,Store
600181,"P. TUAZON, QC","Daily Supermart, P. tuazon, Cubao, Quezon City",COMPANY OWNED,Bakeshop,LUZON,MEGA NORTH,QUEZON CITY,Cluster 1,store.600181@goldilocks.com,Store
115129,PACIFIC MALL CEBU,"Pacific Mall U.N. Avenue Estancia, Ibabao Mandaue City Cebu",SUBSIDIARIES,Kiosk,VISAYAS,CENTRAL VISAYAS,MANDAUE CITY,Cluster 4,store.115129@goldilocks.com,Store
107116,PACO,#1232-1234 Pedro Gil St. cor. Santiago St. Paco Manila,FRANCHISE,Bakeshop,LUZON,MEGA SOUTH,"MANILA, CITY OF",Cluster 1,store.107116@goldilocks.com,Store
600423,PADILLA ANTIPOLO,"GF, Blk. 45 Lot 18 NHA Ave., Bagong Nayon 2, Phase 3A, Brgy., San Isidro, Antipolo Rizal",COMPANY OWNED,Kiosk,LUZON,SOUTHERN LUZON,"ANTIPOLO, CITY OF",Cluster 3,store.600423@goldilocks.com,Store
119348,PAGADIAN,"Upper Ground Floor, City Commercial Center, Pagadian City",FRANCHISE,Bakeshop,MINDANAO,NORTHERN MINDANAO,PAGADIAN CITY,Cluster 4,store.119348@goldilocks.com,Store
700072,PAGADIAN RIZAL TM,"Gaisano Mall, Rizal Avenue, San Francisco District, Pagadian City",FRANCHISE,Test Market,MINDANAO,NORTHERN MINDANAO,PAGADIAN CITY,Cluster 4,No E-mail Account,Store
106050,"PAGSANJAN, LAGUNA","Calle Rizal Poblacion Pagsanjan, Laguna",FRANCHISE,Kiosk,LUZON,SOUTHERN LUZON,PAGSANJAN,Cluster 3,store.106050@goldilocks.com,Store
600209,"PALIPARAN, CAVITE","Blk 2 Lot 5 Mabuhay Commercial, Pintong Gubat, Paliparan 111 DasmariÅ„as, Cavite",COMPANY OWNED,Kiosk,LUZON,SOUTHERN LUZON,DASMARINAS,Cluster 3,store.600209@goldilocks.com,Store
106044,PALO LEYTE,"F. SEVILLA & SAN SALVADOR ST. BRGY. CAVITE ST. EAST, PALO, LEYTE 6501",FRANCHISE,Cart,VISAYAS,EASTERN VISAYAS,PALO,Cluster 4,store.106044@goldilocks.com,Store
119698,PALOMPON LEYTE,"Guiwan II, Rizal St., Palompon Leyte",FRANCHISE,Kiosk,VISAYAS,EASTERN VISAYAS,PALOMPON,Cluster 4,store.119698@goldilocks.com,Store
119712,PANABO - SU,"Sola Gratia Bldg., Brgy. Sto. NiÅ„o, National Hi-way, Panabo City",SUBSIDIARIES,Kiosk,MINDANAO,SOUTHERN MINDANAO,"PANABO, CITY OF",Cluster 4,store.119712@goldilocks.com,Store
VTST25,PANDI BULACAN TM,"Bunsuran 3rd Pandi, Bulacan",FRANCHISE,Test Market,LUZON,CENTRAL LUZON,,Cluster 2,No E-mail Account,Store
400131,PANGLAO POBLACION BOHOL TM,(blank),SUBSIDIARIES,Test Market,VISAYAS,CENTRAL VISAYAS,,Cluster 4,No E-mail Account,Store
115031,PANIQUI TARLAC,"ALFONSO BLDG., M.H. DEL PILAR ST. PANIQUI",SUBSIDIARIES,Kiosk,LUZON,CENTRAL LUZON,PANIQUI,Cluster 2,store.115031@goldilocks.com,Store
600254,PANTOK BINANGONAN,"National Road, Pantok Binangonan Rizal",COMPANY OWNED,Bakeshop,LUZON,SOUTHERN LUZON,BINANGONAN,Cluster 3,store.600254@goldilocks.com,Store
600220,PARANG MARIKINA,"# 81  B.G. Moliao Street Barangay, Parang Marikina, Marikina City",COMPANY OWNED,Bakeshop,LUZON,MEGA NORTH,"MARIKINA, CITY OF",Cluster 1,store.600220@goldilocks.com,Store
115128,PARK MALL MANDAUE,"Parkmall 168 Ouano Ave North Recla Area, Tipolo, Mandaue City",SUBSIDIARIES,Kiosk,VISAYAS,CENTRAL VISAYAS,MANDAUE CITY,Cluster 4,store.115128@goldilocks.com,Store
600463,PAROLA CAINTA,"A. Bonifacio Ave., Brgy San Andres, Cainta Parola, Rizal",COMPANY OWNED,Kiosk,LUZON,MEGA NORTH,CAINTA,Cluster 1,No E-mail Account,Store
102194,PASEO DE AKLAN - SU,"Mabini St., Poblacion Kalibo Aklan",SUBSIDIARIES,Kiosk,VISAYAS,WESTERN VISAYAS,KALIBO,Cluster 4,store.102194@goldilocks.com,Store
116289,PASIG CITY HALL,"Caruncho Ave., Pasig City",FRANCHISE,Kiosk,LUZON,MEGA NORTH,"PASIG, CITY OF",Cluster 1,store.116289@goldilocks.com,Store
116271,PASIG ROTONDA,"A.C.E. Building, Pasig Boulevard corner Licsi Street, Caniogan Pasig City",FRANCHISE,Kiosk,LUZON,MEGA NORTH,"PASIG, CITY OF",Cluster 1,store.116271@goldilocks.com,Store
600004,PASONG TAMO,"# 2152 Miracle Bldg. Pasong Tamo, Makati City",COMPANY OWNED,Full Store,LUZON,MEGA SOUTH,"MAKATI, CITY OF",Cluster 1,store.600004@goldilocks.com,Store
102191,PASTRANA KALIBO - SU,"Roselle Bldg., 19 Martyr Street, Pastrana Park, Kalibo, Aklan",SUBSIDIARIES,Kiosk,VISAYAS,WESTERN VISAYAS,KALIBO,Cluster 4,store.102191@goldilocks.com,Store
600299,PATEROS,"Pateros Arcade, Morcilla St., Pateros",COMPANY OWNED,Kiosk,LUZON,MEGA SOUTH,"MAKATI, CITY OF",Cluster 1,store.600299@goldilocks.com,Store
102125,PAVILLION MALL CART,"Unit 151 G/F Buliding B, Pavilion Mall, San Antonio BiÅ„an City",FRANCHISE,Kiosk,LUZON,SOUTHERN LUZON,BIÃ‘AN,Cluster 3,store.102125@goldilocks.com,Store
600282,"PEÅƒAFRANCIA, ANTIPOLO (rep for Parola)",Marcos highway brgy. Mayamot Antipolo Rizal,COMPANY OWNED,Bakeshop,LUZON,SOUTHERN LUZON,"ANTIPOLO, CITY OF",Cluster 3,store.600282@goldilocks.com,Store
600180,PIAZZA DE STA. ROSA,"Unit 3 - D Piazza De Sta. Rosa Bldg. Sta. Rosa Tagaytay Highway, Sta. Rosa Estate Sta. Rosa Laguna",COMPANY OWNED,Kiosk,LUZON,SOUTHERN LUZON,SANTA ROSA,Cluster 3,store.600180@goldilocks.com,Store
600395,PILAR LAS PINAS,"Lexicor Bldg., Alabang Zapote Road corner San Francisco St., Brgy. Almanza uno, Las Pinas City",COMPANY OWNED,Bakeshop,LUZON,MEGA SOUTH,"LAS PIÃ‘AS, CITY OF",Cluster 1,store.600395@goldilocks.com,Store
119801,PILI CENTRO - SU,"Pan Philippine Hiway, Pili Centro, Camarines Sur",SUBSIDIARIES,Kiosk,LUZON,SOUTHERN LUZON,DAET,Cluster 3,store.119801@goldilocks.com,Store
119788,"PINAMALAYAN, MINDORO - SU","Mabini st., brgy Marfrancisco, Pinamalayan Oriental Mindoro",SUBSIDIARIES,Bakeshop,LUZON,SOUTHERN LUZON,"CALAPAN, CITY OF",Cluster 3,store.119788@goldilocks.com,Store
119694,PINAMUNGAJAN CEBU,"Binghay Building, Latid, Poblacion, Pinamungajan, Cebu",SUBSIDIARIES,Kiosk,VISAYAS,CENTRAL VISAYAS,PINAMUNGAJAN,Cluster 4,store.119694@goldilocks.com,Store
104075,PINATUBO CUBAO,"#67 Edsa, Cubao, Quezon City",FRANCHISE,Bakeshop,LUZON,MEGA SOUTH,QUEZON CITY,Cluster 1,store.104075@goldilocks.com,Store
102188,PITX,"Level 1, 126, Paranaque Integrated terminal Exchange, 1 Kennedy Road, Brgy. Tambo, Paranaque City",SUBSIDIARIES,Bakeshop,LUZON,MEGA SOUTH,"PARANAQUE, CITY OF",Cluster 1,store.102188@goldilocks.com,Store
113380,"PLACER MASBATE	","Katipunan St., Placer, Masbate City",FRANCHISE,Bakeshop,VISAYAS,CENTRAL VISAYAS,"MASBATE, CITY OF",Cluster 4,store.113380@goldilocks.com,Store
116452,PLARIDEL BULACAN,"258 Gov. Padilla St., Banga 1st, Plaridel, Bulacan",FRANCHISE,Test Market,LUZON,CENTRAL LUZON,PLARIDEL,Cluster 2,store.116452@goldilocks.com,Store
TM0048,POBLACIOIN BANATE ILOILO TM,"Poblacion Banate, Iloilo",SUBSIDIARIES,Test Market,VISAYAS,WESTERN VISAYAS,,Cluster 4,No E-mail Account,Store
103186,POBLACION LUPON,"Samal Central Warehouse Club Aguinaldo St., Poblacion Lupon, Davao Oriental",FRANCHISE,Cart,MINDANAO,SOUTHERN MINDANAO,DAVAO CITY,Cluster 4,store.103186@goldilocks.com,Store
102126,POLO VALENZUELA,"M.H. Del Pilar St. Brgy. Polo, Valenzuela City",FRANCHISE,Kiosk,LUZON,MEGA NORTH,"VALENZUELA, CITY OF",Cluster 1,store.102126@goldilocks.com,Store
VTST06,PONTEVEDRA CAPIZ TM,"Ternilita Bermejo Bldg.,Isagani St.,Brgy. Ilawod ,Pontevedra, Capiz",SUBSIDIARIES,Test Market,VISAYAS,WESTERN VISAYAS,PONTEVEDRA,Cluster 4,No E-mail Account,Store
109037,PORAC PAMPANGA,"Porac, Pampanga",FRANCHISE,Kiosk,LUZON,CENTRAL LUZON,PASAY CITY,Cluster 2,store.109037@goldilocks.com,Store
600280,PREMIER SILANG (rep for Savemore Paliparan),G/F CS -03 Premier plaza Emilio Aguinaldo highway brgy. Lucsuhan Silang Cavite,COMPANY OWNED,Cart,LUZON,SOUTHERN LUZON,SILANG,Cluster 3,store.600280@goldilocks.com,Store
522,PRINCE BULACAO,"Prince Warehouse, Bulacao Cebu City, Cebu 6000",SUBSIDIARIES,Cart,VISAYAS,CENTRAL VISAYAS,BULACAO,Cluster 4,No E-mail Account,Store
104068,PRINCE HYPERMARKET BAYAWAN,"Mabini St. Bayawan, Negros Oriental",FRANCHISE,Kiosk,VISAYAS,CENTRAL VISAYAS,BAYAWAN,Cluster 4,No E-mail Account,Store
115168,PRINCE HYPERMARKET MEDELLIN,"Prince Hypermarket, Poblacion Medellin, Cebu 6012",SUBSIDIARIES,Bakeshop,VISAYAS,CENTRAL VISAYAS,MEDELLIN,Cluster 4,No E-mail Account,Store
111207,PRINCE HYPERMART CALINOG TM,"Brgy. Libot, National Road, Calinog, Iloilo",FRANCHISE,Test Market,VISAYAS,WESTERN VISAYAS,,Cluster 4,No E-mail Account,Store
102225,PRINCE HYPERMART HINIGARAN,"Prince Hypermart Hinigaran, Poblacion Hinigaran, Negros Occidental",SUBSIDIARIES,Kiosk,VISAYAS,WESTERN VISAYAS,,Cluster 4,store.102225@goldilocks.com,Store
102206,PRINCE HYPERMART POTOTAN,"San Jose st., Pototan Iloilo",SUBSIDIARIES,Kiosk,VISAYAS,WESTERN VISAYAS,,Cluster 4,store.102206@goldilocks.com,Store
102213,PRINCE HYPERMART SAGAY - SU,"Prince Hypermart, Poblacion 2 Sagay City",SUBSIDIARIES,Kiosk,VISAYAS,WESTERN VISAYAS,SAGAY,Cluster 4,store.102213@goldilocks.com,Store
102218,PRINCE HYPERMART SILAY - SU,"Prince Hypermart Silay, Rizal St. Brgy. 1, Silay City, Negros Occidental",SUBSIDIARIES,Kiosk,VISAYAS,WESTERN VISAYAS,SILAY CITY,Cluster 4,store.102218@goldilocks.com,Store
600425,PRITIL,"Plaza Casasola 1806 Juan Luna St., Pritil, Tondo Manila",COMPANY OWNED,Kiosk,LUZON,MEGA SOUTH,"MANILA, CITY OF",Cluster 1,store.600425@goldilocks.com,Store
TEST93,PUAN TALOMO DAVAO TM,"Door #1 Moreno Bldg. Puan, Talomo, Davao City",FRANCHISE,Test Market,MINDANAO,SOUTHERN MINDANAO,DAVAO CITY,Cluster 4,No E-mail Account,Store
116282,PULONG BUHANGIN,Unit D 1243 km 38 Pulong Buhangin Sta. Maria Bulacan 3022,FRANCHISE,Kiosk,LUZON,CENTRAL LUZON,SANTA MARIA,Cluster 2,store.116282@goldilocks.com,Store
101110,PUREGOLD AGORA,"G/F Bellagio Building, N. Domingo corner F. Blumentritt Sts, Pedro Cruz, San Juan",FRANCHISE,Kiosk,LUZON,MEGA SOUTH,SAN JUAN,Cluster 1,store.101110@goldilocks.com,Store
600244,"PUREGOLD ANABU, CAVITE","Unit no. 31A Puregold Ansbu.,Aguinaldo Highway, Brgy. Anabu Imus, Cavite",COMPANY OWNED,Bakeshop,LUZON,SOUTHERN LUZON,IMUS,Cluster 3,store.600244@goldilocks.com,Store
600338,PUREGOLD CENTENNIAL KAWIT,"stall #23-24 Puregold Centennial Kawit, Centennial road corner brgy. Magdalo, Kawit Cavite",COMPANY OWNED,Cart,LUZON,SOUTHERN LUZON,CAVITE CITY,Cluster 3,store.600338@goldilocks.com,Store
600279,PUREGOLD ESPAÅƒA,"Puregold, Espana corner M. Dela Fuente Sampaloc Manila",COMPANY OWNED,Cart,LUZON,MEGA SOUTH,"MANILA, CITY OF",Cluster 1,store.600279@goldilocks.com,Store
600303,PUREGOLD FTI,"KS-5 Lot 86, Avorado rd1, Western Bicutan, FTI Complex Taguig City",COMPANY OWNED,Cart,LUZON,MEGA SOUTH,TAGUIG,Cluster 1,store.600303@goldilocks.com,Store
119541,PUREGOLD IBA ZAMBALES,"Zone 1 Paulien, Iba Zambales 2201",FRANCHISE,Cart,LUZON,CENTRAL LUZON,IBA,Cluster 2,store.119541@goldilocks.com,Store
102182,PUREGOLD LAOAG,"GF Commercial Unit 8-9 Puregold Price club, Nolasco St., J.P. Rizal St., Laoag City",SUBSIDIARIES,Kiosk,LUZON,NORTHERN LUZON,LAOAG CITY,Cluster 2,store.102182@goldilocks.com,Store
119782,PUREGOLD LIPA - SU, #4 G/F Puregold Lipa,SUBSIDIARIES,Cart,LUZON,SOUTHERN LUZON,LIPA CITY,Cluster 3,store.119782@goldilocks.com,Store
117028,PUREGOLD MONUMENTO,"G/F, ML # 5 & ML # 15, Samson Road Brgy. 76 Monumento Caloocan City",FRANCHISE,Cart,LUZON,MEGA NORTH,CALOOCAN ,Cluster 1,store.117028@goldilocks.com,Store
600251,PUREGOLD NAGA ROAD,"G/F Puregold Naga Road, Pulang Lupa Dos Las PiÅ„as",COMPANY OWNED,Cart,LUZON,MEGA SOUTH,"LAS PIÅƒAS, CITY OF",Cluster 1,store.600251@goldilocks.com,Store
600387,PUREGOLD NAVOTAS TM,"# 904 M. Naval Street, Navotas City",COMPANY OWNED,Kiosk,LUZON,MEGA NORTH,"VALENZUELA, CITY OF",Cluster 1,store.600387@goldilocks.com,Store
117023,PUREGOLD PASO DE BLAS,"Paso De Blas corner Genral Luis Street, Malinta Exit Valenzuela City",FRANCHISE,Cart,LUZON,MEGA NORTH,"VALENZUELA, CITY OF",Cluster 1,store.117023@goldilocks.com,Store
120101,PUTATAN MUNTINLUPA BAYAN,"No. 43 National rd, Putatan Muntinlupa City",FRANCHISE,Kiosk,LUZON,MEGA SOUTH,"MUNTINLUPA, CITY OF",Cluster 1,store.120101@goldilocks.com,Store
101054,Q MALL ANGELES,"Level 1. Space 1197, Marquee mall, Don Bonifacio rd. Angeles City Pampanga",FRANCHISE,Bakeshop,LUZON,CENTRAL LUZON,ANGELES CITY,Cluster 2,store.101054@goldilocks.com,Store
119743,QUEZON BUKIDNON - SU,"BAL.5, Poblacion Quezon, Bukidnon",SUBSIDIARIES,Kiosk,MINDANAO,SOUTHERN MINDANAO,POBLACION,Cluster 4,store.119743@goldilocks.com,Store
107155,QUINTA MARKET,"Quinta Market, Palanca Street, Quiapo Manila",FRANCHISE,Bakeshop,LUZON,MEGA SOUTH,"MANILA, CITY OF",Cluster 1,store.107155@goldilocks.com,Store
600339,REGALADO WEST FAIRVIEW,"34 Regalado, West Fairview, Quezon City",COMPANY OWNED,Kiosk,LUZON,MEGA NORTH,QUEZON CITY,Cluster 1,store.600339@goldilocks.com,Store
100004,RETIRO,"437-439 N.S. Amoranto Sr. Ave. (Retiro) Cor. D. Tuazon, Q. C.",FRANCHISE,Bakeshop,LUZON,MEGA NORTH,QUEZON CITY,Cluster 1,store.100004@goldilocks.com,Store
111015,RIVER BANKS,"Riverbanks Arcade 84 A. Bonifacio Ave. , Marikina City",FRANCHISE,Bakeshop,LUZON,MEGA NORTH,"MARIKINA, CITY OF",Cluster 1,store.111015@goldilocks.com,Store
115060,RIZAL NUEVA ECIJA,"Petron Gas station, Aglipay street Poblacion Sur Rizal Nueva Ecija",SUBSIDIARIES,Kiosk,LUZON,NORTHERN LUZON,RIZAL,Cluster 2,store.115060@goldilocks.com,Store
600240,ROB DASMA CART,"Space 017 Robinsons Dasmarinas Aguinaldo Highway, Sampaloc, Dasmarinas Cavite 4114",COMPANY OWNED,Cart,LUZON,SOUTHERN LUZON,DASMARINAS,Cluster 3,store.600240@goldilocks.com,Store
600185,ROB METRO EAST,"G/F Robinsons Metroeast, Cainta, Rizal",COMPANY OWNED,Bakeshop,LUZON,SOUTHERN LUZON,CAINTA,Cluster 3,store.600185@goldilocks.com,Store
101100,ROB STARMILLS 2,"G/F Rob Starmills, San Fernando Pampanga",FRANCHISE,Cart,LUZON,CENTRAL LUZON,"SAN FERNANDO, CITY OF",Cluster 2,store.101100@goldilocks.com,Store
600153,ROB. DASMARIÅƒAS,"Level 2-106A Robinsons Place DasmariÅ„as, Aguinaldo Hi-way cor.Gov",COMPANY OWNED,Kiosk,LUZON,SOUTHERN LUZON,DASMARINAS,Cluster 3,store.600153@goldilocks.com,Store
115111,ROBINSON FUENTE CEBU,"Lower Basement, Robinsons Place, Cebu City",SUBSIDIARIES,Kiosk,VISAYAS,CENTRAL VISAYAS,CEBU CITY,Cluster 4,store.115111@goldilocks.com,Store
115143,ROBINSON GALLERIA CEBU,"Robinson Galleria, Gen. Maxilom Ext, Tejero, (Villa Gonzalo), Cebu City",SUBSIDIARIES,Cart,VISAYAS,CENTRAL VISAYAS,CEBU CITY,Cluster 4,store.115143@goldilocks.com,Store
101053,ROBINSONS ANGELES,"G/F Robinsons, Angeles City",FRANCHISE,Cart,LUZON,CENTRAL LUZON,ANGELES CITY,Cluster 2,store.101053@goldilocks.com,Store
600259,ROBINSONS ANTIPOLO,space #2054 Robinsons Place Antipolo Sumulong highway brgy. Dela Paz Antipolo City,COMPANY OWNED,Bakeshop,LUZON,SOUTHERN LUZON,"ANTIPOLO, CITY OF",Cluster 3,store.600259@goldilocks.com,Store
105216,ROBINSONS ANTIQUE,"GF,  Robinsons Place Antique, Iloilo-Antique Road, San Angel, San Jose de Buenavista, Antique",FRANCHISE,Bakeshop,VISAYAS,WESTERN VISAYAS,SAN JOSE,Cluster 4,store.105216@goldilocks.com,Store
104029,ROBINSONS DUMAGUETE,"Lower G/F, Robinsons Place Dumaguete, Lamberto Macias Road, Dumaguete City, Negros Oriental",FRANCHISE,Kiosk,VISAYAS,CENTRAL VISAYAS,DUMAGUETE CITY,Cluster 4,store.104029@goldilocks.com,Store
600034,ROBINSONS GALLERIA,Level 1 Unit 01323 Rob. Galleria Edsa cor. Ortigas Ave. Q. C.,COMPANY OWNED,Full Store,LUZON,MEGA SOUTH,QUEZON CITY,Cluster 1,store.600034@goldilocks.com,Store
118100,ROBINSONS GALLERIA SAN PEDRO,"Level 1 L1-K14 CLS, Barangay Nueva, San Pedro Laguna",FRANCHISE,Cart,LUZON,SOUTHERN LUZON,SAN PEDRO,Cluster 3,store.118100@goldilocks.com,Store
